name	full_name	id	description	language	size	watchers	forks	stargazers_count
phpbu	sebastianfeldmann/phpbu	25253423	PHP Backup Utility - Creates and encrypts database and file backups, syncs your backups to other servers or cloud services and assists you monitor your backup process	PHP	1121	437	35	437
mysql-workbench-schema-exporter	mysql-workbench-schema-exporter/mysql-workbench-schema-exporter	815451	a php written mysql workbench file reader to transform the database scheme to useful other schemes like Doctrine	PHP	2376	433	129	433
CTPersistance	casatwy/CTPersistance	43801110	Objective-C/Swift Database Persistence Layer with SQLite, your next Persistence Layer!	Objective-C	399	433	111	433
hashids.rb	peterhellberg/hashids.rb	6204918	A small Ruby gem to generate YouTube-like hashes from one or many numbers. Use hashids when you do not want to expose your database ids to the user.	Ruby	47	433	18	433
roundhouse	chucknorris/roundhouse	369782	RoundhousE is a Database Migration Utility for .NET using sql files and versioning based on source control	C#	75692	431	171	431
pygeoip	appliedsec/pygeoip	3138726	Pure Python API for Maxmind's binary GeoIP databases	Python	1499	430	91	430
membership.db	membership/membership.db	52204790	SQL database schema boilerplate for user accounts, roles and authentication tokens for use in web apps (PostgreSQL, Microsoft SQL Server, Azure SQL Database, LocalDb, SQLite)	null	22	429	33	429
express-restify-mongoose	florianholzapfel/express-restify-mongoose	8987608	Easily restify mongoose databases	JavaScript	1057	425	107	425
php-crud-api	mevdschee/php-crud-api	30567860	Single file PHP script that adds a REST API to a SQL database	PHP	964	423	167	423
Flask-Scaffold	Leo-G/Flask-Scaffold	35432888	Prototype Database driven CRUD dashboards and RESTFUL API's in Python 3, Flask and Angularjs	Python	15705	422	61	422
Prefuse	prefuse/Prefuse	2838470	Prefuse is a set of software tools for creating rich interactive data visualizations in the Java programming language. Prefuse supports a rich set of features for data modeling, visualization, and interaction. It provides optimized data structures for tables, graphs, and trees, a host of layout and visual encoding techniques, and support for animation, dynamic queries, integrated search, and database connectivity. 	Java	5061	421	165	421
go-memdb	hashicorp/go-memdb	37560288	Golang in-memory database built on immutable radix trees	Go	63	417	31	417
spring-data-neo4j	spring-projects/spring-data-neo4j	2470730	Provides support to increase developer productivity in Java when using the neo4j graph database. Uses familiar Spring concepts such as a template classes for core API usage and provides an annotation based programming model using AspectJ	Java	19964	417	492	417
switch_point	eagletmt/switch_point	20216270	  Switching database connection between readonly one and writable one	Ruby	115	416	24	416
MySQLdb1	farcepest/MySQLdb1	5709451	MySQL database connector for Python (legacy version)	Python	2162	415	210	415
partitioned	fiksu/partitioned	3641609	Postgres database table partitioning support for Rails	Ruby	1051	413	89	413
openrecipes	fictivekin/openrecipes	9079146	An open database of recipe bookmarks	Python	4324	413	72	413
doiuse	anandthakker/doiuse	26542739	:bomb: Lint CSS for browser support against caniuse database.	JavaScript	173	413	11	413
ruby-advisory-db	rubysec/ruby-advisory-db	8154497	A database of vulnerable Ruby Gems	Ruby	554	402	79	402
mysqlclient-python	PyMySQL/mysqlclient-python	19227725	MySQL database connector for Python (with Python 3 support)	Python	1287	402	60	402
hermitage	ept/hermitage	26289803	What are the differences between the transaction isolation levels in databases? This is a suite of test cases which differentiate isolation levels.	null	259	400	28	400
leveldb	golang/leveldb	39362963	The LevelDB key-value database in the Go programming language.	Go	442	399	35	399
repository	bosnadev/repository	30983690	Laravel Repositories is a package for Laravel 5 which is used to abstract the database layer. This makes applications much easier to maintain.	PHP	116	398	96	398
spot2	vlucas/spot2	20979572	Spot v2.x DataMapper built on top of Doctrine's Database Abstraction Layer	PHP	378	395	65	395
nstore	creationix/nstore	745357	nStore is a simple, in-process key/value database for node.js	JavaScript	237	394	27	394
rxjava-jdbc	davidmoten/rxjava-jdbc	16662619	Efficient execution and functional composition of database calls using jdbc and rx-java Observables	Java	1099	390	53	390
migrations	doctrine/migrations	576099	Doctrine Database Migrations Library	PHP	1636	389	217	389
swiftydb	Oyvindkg/swiftydb	48343151	A typesafe, protocol-based, pure Swift database offering effortless persistence of any object	Swift	1042	389	25	389
DatabaseKit	fjolnir/DatabaseKit	8427	An Objective-C database abstraction framework.	Objective-C	10928	388	32	388
soci	SOCI/soci	2738731	SOCI - The C++ Database Access Library. This is official repository the SOCI project.	C++	60442	384	165	384
seriesly	dustin/seriesly	5575157	A time series database.	Go	959	382	34	382
pixie	usmanhalalit/pixie	11258698	Database query builder for PHP, framework agnostic, lightweight and expressive.	PHP	360	382	103	382
NoSQLMap	tcstool/NoSQLMap	13067823	Automated Mongo database and NoSQL web application exploitation tool	Python	1029	381	126	381
populator	ryanb/populator	46728	Mass populate an Active Record database.	Ruby	260	381	41	381
pg_repack	reorg/pg_repack	6633165	Reorganize tables in PostgreSQL databases with minimal locks	C	900	380	37	380
postgresql-metrics	spotify/postgresql-metrics	41426300	Tool that extracts and provides metrics on your PostgreSQL database	Python	39	379	13	379
shift	square/shift	49679370	shift is an application that helps you run schema migrations on MySQL databases	Ruby	687	378	17	378
react-native-store	thewei/react-native-store	33400049	A simple database base on react-native AsyncStorage.	JavaScript	87	376	49	376
vFeed	toolswatch/vFeed	10179504	The Correlated Vulnerability And Threat Intelligence Database API	Python	654	376	103	376
atlasdb	palantir/atlasdb	36960637	Transactional Distributed Database Layer	Java	25748	375	57	375
whitedb	priitj/whitedb	10153163	WhiteDB memory database	C	3361	373	43	373
docker-oracle-xe-11g	wnameless/docker-oracle-xe-11g	15827956	Dockerfile of Oracle Database Express Edition 11g Release 2	Shell	269352	373	217	373
DbUp	DbUp/DbUp	4995017	DbUp is a .NET library that helps you to deploy changes to SQL Server databases. It tracks which SQL scripts have been run already, and runs the change scripts that are needed to get your database up to date.  	C#	35872	373	182	373
OpenFarm	openfarmcc/OpenFarm	13895958	A free and open database for farming and gardening knowledge. You can grow anything!	Ruby	75260	370	92	370
linvodb3	Ivshti/linvodb3	28347353	Persistent database for Node.js/NW.js/Electron with MongoDB/Mongoose-like features and interface on top of LevelUp	JavaScript	1519	369	26	369
mangodb	dcramer/mangodb	4732384	A database that operates at CLOUD SCALE	Python	296	368	43	368
go-database-sql-tutorial	VividCortex/go-database-sql-tutorial	11342391	A tutorial for Go's database/sql package	CSS	1215	367	63	367
laravel-backup	schickling/laravel-backup	11070374	Backup and restore database support for Laravel 4 applications	PHP	602	367	53	367
ydn-db	yathit/ydn-db	6483774	Javascript database module for Indexeddb, Web SQL and localStorage storage mechanisms supporting version migration, advanced query, SQL and transaction.	JavaScript	27212	364	38	364
modl	jmoiron/modl	10440348	golang database modelling library	Go	256	361	41	361
nydus	disqus/nydus	1877688	Nydus is a Python toolkit for managing database connections and routing operations, primarily for Redis	Python	868	361	28	361
realm-dotnet	realm/realm-dotnet	8485842	Realm is a mobile database: a replacement for SQLite & ORMs	C#	68968	360	30	360
GraphView	Microsoft/GraphView	46856450	GraphView is a DLL library that enables users to use SQL Server or Azure SQL Database to efficiently manage graphs. 	C#	1972	360	101	360
recommendationRaccoon	guymorita/recommendationRaccoon	11732800	A collaborative filtering based recommendation engine and NPM module built on top of Node.js and Redis. The engine uses the Jaccard coefficient to determine the similarity between users and k-nearest-neighbors to create recommendations. This module is useful for anyone with a database of users, a database of products/movies/items and the desire to give their users the ability to like/dislike and receive recommendations.	JavaScript	521	359	61	359
LaravelDatabaseDesigner	BioDesignRealWorld/LaravelDatabaseDesigner	24326110		JavaScript	1169	358	71	358
CrashKit	kaler/CrashKit	830264	CrashKit catches uncaught exceptions, traps signals, and sends them to developers by email or straight to your bug database.	Objective-C	182	356	45	356
cakephp-mongodb	ichikaway/cakephp-mongodb	917426	MongoDB database driver for CakePHP	PHP	2176	354	152	354
Terraformer	Esri/Terraformer	6515095	A geographic toolkit for dealing with geometry, geography, formats, and building geo databases	JavaScript	56673	353	89	353
jabref	JabRef/jabref	17634071	Graphical Java application for managing BibTeX and Biblatex (.bib) databases	Java	99930	349	257	349
Objective-LevelDB	matehat/Objective-LevelDB	9929641	An Objective-C database library built over Google's LevelDB	Objective-C	466	340	68	340
TadpoleForDBTools	hangum/TadpoleForDBTools	4867294	Tadpole DB Hub is unified infrastructure tool, various environment based interface for managing Amazon RDS, Altibase, Apache Hive, Apache Tajo, CUBRID, MariaDB, MySQL, Oracle, SQLite, Tibero, MSSQL, PostgreSQL and MongoDB databases.	Java	1142856	340	99	340
ngx_postgres	FRiCKLE/ngx_postgres	648923	upstream module that allows nginx to communicate directly with PostgreSQL database. 	C	822	338	60	338
snappydata	SnappyDataInc/snappydata	42580991	SnappyData: OLTP + OLAP Database built on Apache Spark	Scala	147591	337	45	337
p6spy	p6spy/p6spy	1204125	P6Spy is a framework that enables database data to be seamlessly intercepted and logged with no code changes to the application.	Java	59705	336	104	336
databasedotcom	heroku/databasedotcom	2188129	Ruby client for the Database.com and Chatter APIs	Ruby	539	335	230	335
flip	pda/flip	1788164	Flip lets you declare and manage feature flags, backed by cookies (private testing) and database (site-wide).	Ruby	336	335	56	335
libsqlfs	guardianproject/libsqlfs	2661598	a library that implements a POSIX style filesystem on top of an SQLite database	C	796	332	28	332
django-rules	dfunckt/django-rules	17492139	Awesome Django authorization, without the database	Python	119	331	21	331
node-tutorial-for-frontend-devs	cwbuecheler/node-tutorial-for-frontend-devs	12061578	A tutorial and complete sample project for Front-End developers showing how to get Node, Express and Jade up and running, connected to MongoDB, and reading from / writing to the database	JavaScript	10518	331	376	331
Aura.Sql	auraphp/Aura.Sql	1966708	SQL database access through PDO.	PHP	1236	328	65	328
django-redis-sessions	martinrusev/django-redis-sessions	899170	Session backend for Django that stores sessions in a Redis database	Python	92	328	79	328
slim_scrooge	sdsykes/slim_scrooge	341099	SlimScrooge heavily optimises your database interactions	Ruby	195	326	26	326
ceres	graphite-project/ceres	4257297	Distributable time-series database	Python	193	325	74	325
mean-stack-relational	jpotts18/mean-stack-relational	15295475	M*EAN (*MySQL, Express, Angular, Node) - A Simple, Scalable and Easy starting point for javascript web development with a relational database ORM	JavaScript	4112	323	143	323
PHP-Shell-Detector	emposha/PHP-Shell-Detector	1918968	Web Shell Detector – is a php script that helps you find and identify php/cgi(perl)/asp/aspx shells. Web Shell Detector has a “web shells” signature database that helps to identify “web shell” up to 99%.	PHP	1608	323	118	323
rrdtool-1.x	oetiker/rrdtool-1.x	5761553	RRDtool 1.x - Round Robin Database	C	14568	321	143	321
sequelize-auto	sequelize/sequelize-auto	10623309	Automatically generate bare sequelize models from your database.	JavaScript	125	321	96	321
aiopg	aio-libs/aiopg	18398494	aiopg is a library for accessing a PostgreSQL database from the asyncio	Python	829	321	47	321
sqlite3-ruby	sparklemotion/sqlite3-ruby	30272	Ruby bindings for the SQLite3 embedded database	Ruby	940	320	116	320
dbpatterns	fatiherikli/dbpatterns	6115164	Dbpatterns is a service that allows you to create, share, explore database models on the web. Built on top of Django, Backbone. Patterns are stored on MongoDB, and uses Lettuce for BDD approach.	JavaScript	910	320	44	320
marten	JasperFx/marten	44125268	Postgresql as a Document Database and Event Store for .Net Applications	C#	12385	314	73	314
ragtime	weavejester/ragtime	2810261	Database-independent migration library	Clojure	464	313	65	313
pgx_scripts	pgexperts/pgx_scripts	25013630	A collection of useful little scripts for database analysis and administration, created by our team at PostgreSQL Experts.	Shell	67	313	33	313
active_mocker	zeisler/active_mocker	18227116	Generate mocks from ActiveRecord models for unit tests that run fast because they don’t need to load Rails or a database.	Ruby	1656	310	17	310
phpMyFAQ	thorsten/phpMyFAQ	269027	phpMyFAQ - Open Source FAQ system for PHP and HHVM with MySQL, PostgreSQL and other databases	PHP	37527	307	147	307
mindb	iwillwen/mindb	4453765	Database on JavaScript	JavaScript	1778	299	39	299
simpleStorage	ZaDarkSide/simpleStorage	16728346	Cross-browser key-value store database to store data locally in the browser. Simpler fork of jStorage	JavaScript	85	297	53	297
django-post_office	ui/django-post_office	5378330	A Django app that allows you to send email asynchronously in Django. Supports HTML email, database backed templates and logging.	Python	639	297	91	297
Insight.Database	jonwagner/Insight.Database	4055382	Fast, lightweight .NET micro-ORM	C#	6925	293	69	293
postgis	postgis/postgis	4407129	PostGIS spatial database extension to PostgreSQL [mirror]	PLpgSQL	61059	293	156	293
jseg	brandonbloom/jseg	46875354	A super simple, in-memory, JS graph database.	JavaScript	83	292	6	292
drive-db	franciscop/drive-db	29474407	:bar_chart: A Google Drive spreadsheet simple database	JavaScript	64	290	9	290
upscaledb	cruppstahl/upscaledb	811881	A very fast lightweight embedded database engine with a built-in query language.	C++	37503	290	29	290
dalmatinerdb	dalmatinerdb/dalmatinerdb	20814855	Fast distributed metrics database	Erlang	6700	288	14	288
PHP-MySQL-Class	a1phanumeric/PHP-MySQL-Class	844688	Simple MySQL class written in PHP, for interfacing with a MySQL database.	PHP	85	288	256	288
simplestore	cdmedia/simplestore	33674127	A clean, responsive storefront boilerplate with no database or backend	JavaScript	3228	288	42	288
capistrano-db-tasks	sgruhier/capistrano-db-tasks	198614	Add capistrano tasks for syncing remote and local database	Ruby	172	285	134	285
ebot	matteoredaelli/ebot	593966	Ebot, an Opensource Web Crawler built on top of a nosql database (apache couchdb, riak), AMQP database (rabbitmq), webmachine and mochiweb. Ebot is written in Erlang and it is a very scalable, distribuited and highly configurable web cawler. See wiki pages for more details	Erlang	5804	282	50	282
FMDBMigrationManager	layerhq/FMDBMigrationManager	20582744	FMDBMigrationManager provides a simple, elegant interface for managing SQLite database schemas with FMDB.	Objective-C	107	281	44	281
realm-browser-osx	realm/realm-browser-osx	36412959	Realm Browser is a Mac OS X utility to open and modify realm database files.	Objective-C	34055	280	28	280
bayeslite	probcomp/bayeslite	25949241	BayesDB on SQLite. A Bayesian database table for querying the probable implications of data as easily as SQL databases query the data itself.	Python	6270	279	28	279
mtail	google/mtail	20239198	extract whitebox monitoring data from application logs for collection in a timeseries database	Go	2021	279	41	279
go-sqlmock	DATA-DOG/go-sqlmock	16607984	Sql mock driver for golang to test database interactions	Go	128	278	42	278
node-oracle	joeferner/node-oracle	3022931	node.js driver to connect with an oracle database.	C++	325	277	110	277
dbext.vim	vim-scripts/dbext.vim	998351	Provides database access to many dbms (Oracle, Sybase, Microsoft, MySQL, DBI,..)	VimL	455	276	66	276
awesome-db	numetriclabz/awesome-db	22630633	A curated list of amazingly awesome database libraries, resources and shiny things by https://www.numetriclabz.com/	null	19	276	38	276
neo4j-mazerunner	neo4j-contrib/neo4j-mazerunner	25891103	Mazerunner extends a Neo4j graph database to run scheduled big data graph compute algorithms at scale with HDFS and Apache Spark.	Java	307203	275	69	275
Tagedit	webworka/Tagedit	1765459	 Tagedit - jQuery Plugin - The Plugin can be used to edit tags from a database the easy way	JavaScript	357	274	91	274
lern	tylercd100/lern	54421040	LERN is a Laravel 5 package that will record exceptions into a database and will notify you via Email, Pushover or Slack.	PHP	156	273	21	273
eloquence	kirkbushell/eloquence	19079086	A drop-in library for certain database functionality in Laravel 5, that allows for extra features that may never make it into the main project.	PHP	209	272	31	272
sandman2	jeffknupp/sandman2	25699392	Automatically generate a RESTful API service for your legacy database. No code required!	Python	601	270	36	270
JDBM3	jankotek/JDBM3	2324364	Embedded Key Value Java Database	Java	2964	268	72	268
labrador	chrismccord/labrador	4998730	A loyal data retriever for your Rails development databases.	CSS	1358	268	20	268
rdbms-subsetter	18F/rdbms-subsetter	25989794	Generates a subset of a relational database that respects foreign key constraints	Python	115	268	18	268
LambdaLite	Wukix/LambdaLite	27461409	A functional, relational database in about 250 lines of Common Lisp	Common Lisp	214	268	17	268
hiera	puppetlabs/hiera	1845241	Lightweight Pluggable Hierarchical Database	Ruby	1206	267	191	267
Rediska	Shumkov/Rediska	525938	Full-featured PHP client for key-value database Redis	PHP	2932	265	63	265
btrdb	SoftwareDefinedBuildings/btrdb	22427082	Berkeley Tree Database (BTrDB) - development version	Go	6364	264	18	264
lobos	budu/lobos	1188672	A library to create and manipulate SQL database schemas with migrations support.	Clojure	2236	262	61	262
secure-scuttlebutt	ssbc/secure-scuttlebutt	19653696	a secure database with replication that is guaranteed to work	JavaScript	481	262	21	262
Squeal	nerdyc/Squeal	22790992	A Swift wrapper for SQLite databases	Swift	325	258	27	258
griddb_nosql	griddb/griddb_nosql	52420005	high performance, high scalability and high reliability database for big data	C++	5088	258	16	258
automotive-model-year-data	n8barr/automotive-model-year-data	4733802	Automotive data including vehicle model, make, and year for database creation	null	437	257	166	257
node-persist	joeferner/node-persist	2927152	Node.js ORM framework supporting MySQL and SQLite 3 relational databases.	JavaScript	2398	257	46	257
llamadb	nukep/llamadb	31960975	A SQL database written in Rust	Rust	253	256	15	256
cryptdb	CryptDB/cryptdb	15613792	A database system that can process SQL queries over encrypted data.	PHP	160384	256	38	256
erd	BurntSushi/erd	13887438	Translates a plain text description of a relational database schema to a graphical entity-relationship diagram.	Haskell	369	256	32	256
BazingaFakerBundle	willdurand/BazingaFakerBundle	2640089	Put the awesome Faker library into the Symfony2 DIC and populate your database with fake data.	PHP	64	255	24	255
joern	octopus-platform/joern	9824130	A robust parser for C/C++ storing abstract syntax trees, control flow graphs and program dependence graphs in a neo4j graph database.	Java	23672	253	67	253
realm-browser	dmytrodanylyk/realm-browser	35176606	Android Realm Database Browser	Java	930	252	38	252
mysql-php-migrations	davesloan/mysql-php-migrations	1066126	Command line utility for managing MySQL database migrations.	PHP	183	252	52	252
base	erusev/base	29758725	Simpler Database Intaractions in PHP	PHP	55	252	15	252
cartodb	Vizzuality/cartodb	1246024	Geospatial database for the cloud (DEPRECATED)	JavaScript	137766	250	47	250
passbox	RobBollons/passbox	28221115	Simple command line password manager using a flat file as a database and GPG encryption	Shell	342	250	11	250
mdbtools	brianb/mdbtools	723884	MDB Tools - Read Access databases on *nix	C	3873	249	69	249
forceps	jorgemanrubia/forceps	15530396	Copy active record models from remote databases	Ruby	124	243	18	243
sqlite-web	coleifer/sqlite-web	26350830	Web-based SQLite database browser written in Python	HTML	629	243	25	243
Skyperious	suurjaak/Skyperious	4034216	Skype SQLite database viewer and merger	Python	13002	241	23	241
h-store	apavlo/h-store	3104540	H-Store Distributed Main Memory OLTP Database System	Java	151920	241	113	241
diskDB	arvindr21/diskDB	20789700	A Lightweight Disk based JSON Database with a MongoDB like API for Node	JavaScript	102	241	34	241
blitzdb	adewes/blitzdb	16849748	Blitz is a document-oriented database for Python that is backend-agnostic. It comes with a flat-file database for JSON documents and provides MongoDB-like querying capabilities.	Python	1086	239	29	239
SteamDatabase	SteamDatabase/SteamDatabase	8165636	:baby_chick: Issue tracker for Steam Database	JavaScript	340	237	41	237
csv-schema	timwis/csv-schema	56849587	Analyzes a CSV file and generates database table schema, all within the browser	JavaScript	35	236	9	236
MySQL-backup-to-Amazon-S3	woxxy/MySQL-backup-to-Amazon-S3	2404981	Backup daily/weekly/monhtly all your MySQL databases to Amazon S3 via SH and s3cmd	Shell	108	235	80	235
camo	scottwrobinson/camo	37610752	A class-based ES6 ODM for Mongo-like databases.	JavaScript	282	235	36	235
helios.js	zuudo/helios.js	4848348	An in-memory graph database for modern browsers.	JavaScript	1146	234	15	234
unqlite	symisc/unqlite	22761491	Transactional Embedded Database Engine	C	870	233	33	233
TouchDB-Android	couchbaselabs/TouchDB-Android	3151061	CouchDB-compatible mobile database; Android version	Java	9591	233	63	233
check_postgres	bucardo/check_postgres	196044	Nagios check_postgres plugin for checking status of PostgreSQL databases	Perl	2584	232	83	232
djjob	seatgeek/djjob	1010517	PHP port of delayed_job, a database backed asynchronous priority queue	PHP	69	232	49	232
nforce	kevinohara80/nforce	4209411	nforce is a node.js salesforce REST API wrapper for force.com, database.com, and salesforce.com	JavaScript	805	232	96	232
querulous	nkallen/querulous	503270	An agreeable way to talk to your database.	Scala	690	230	67	230
dibi	dg/dibi	277297	dibi - smart database abstraction layer	PHP	3185	229	82	229
db-to-api	project-open-data/db-to-api	5708479	Turns a Database into a Secure, RESTful API	PHP	299	229	69	229
Relational	Respect/Relational	817818	A fluent, intuitive ORM for any relational database engine	PHP	982	229	41	229
MySQL-Syncer	Terry-Mao/MySQL-Syncer	3978374	MySQL Syncer is a project which parse mysql binlog and sync to other datases, such as redis, mongodb and any other databases..	C	2663	229	83	229
modelq	mijia/modelq	27473598	ModelQ is a code generator for creating Golang codes/models to access RDBMS database/tables 	Go	127	228	25	228
data-police-shootings	washingtonpost/data-police-shootings	38310038	The Washington Post is compiling a database of every fatal shooting in the United States by a police officer in the line of duty in 2015 and 2016.	null	1136	228	61	228
aws-lambda-redshift-loader	awslabs/aws-lambda-redshift-loader	31708026	Amazon Redshift Database Loader implemented in AWS Lambda	JavaScript	7999	227	56	227
pg_view	zalando/pg_view	11426126	Get a detailed, real-time view of your PostgreSQL database and system metrics	Python	701	227	23	227
whatcanidoforbitcoin.xyz	andrewtian/whatcanidoforbitcoin.xyz	22695169	Human resources bot for Bitcoin. Easily dispatch bitcoin developers to Bitcoin projects in need. Uses in-memory database to efficiently store data.	JavaScript	1240	226	7	226
exploit-database-bin-sploits	offensive-security/exploit-database-bin-sploits	31674382	Exploit Database binary exploits located in the /sploits directory	Python	613087	225	112	225
mongify	anlek/mongify	553182	Mongify allows you to map your data from a sql database and into a mongodb document database.	Ruby	503	225	47	225
yaml_db	adamwiggins/yaml_db	24246	Rails plugin for a database-independent dump format, data.yml.  This fork no longer maintained, please see:	Ruby	105	224	230	224
arproxy	cookpad/arproxy	4173328	Arproxy is a proxy between ActiveRecord and database adapter	Ruby	31	223	11	223
navvy	jeffkreeftmeijer/navvy	459366	Simple Ruby background job processor inspired by delayed_job, but aiming for database agnosticism.	Ruby	2290	223	23	223
django-seed	Brobin/django-seed	34292854	:seedling: Seed your Django database with fake data	Python	2082	222	19	222
rails-settings	Squeegy/rails-settings	9225	Settings is a plugin that makes managing a table of global key, value pairs easy. Think of it like a global Hash stored in your database, that uses simple ActiveRecord like methods for manipulation. Keep track of any global setting that you don't want to hard code into your rails app. You can store any kind of object. Strings, numbers, arrays, or any serializable object.	Ruby	302	222	21	222
movie-database	tobiasflohre/movie-database	7329772		Java	499	221	147	221
marsdb	c58/marsdb	44800771	MarsDB is a Promise based lightweight database with MongoDB query syntax, written on ES6	JavaScript	1381	221	8	221
codequery	ruben2020/codequery	8200155	A code-understanding,  code-browsing or code-search tool. This is a tool to index, then query or search C, C++, Java, Python, Ruby, Go and Javascript source code. It builds upon the databases of cscope and ctags, and provides a nice GUI tool.	C++	2705	220	42	220
tz	eggert/tz	5092588	Time zone database and code	C	11883	219	41	219
dvol	ClusterHQ/dvol	38757484	Version control for your development databases in Docker.	Python	6688	219	14	219
bamboo	daogangtang/bamboo	1392303	Bamboo is the web framework of Lua based on Mongrel2, ZeroMQ and NoSQL database.	Lua	5038	219	34	219
DatabaseStack	unruledboy/DatabaseStack	40535326	database technology stack, including MS SQL Server, Azure etc.	JavaScript	15904	218	71	218
khronus	Searchlight/khronus	24653898	A reactive time series database	Scala	1860	218	15	218
Landlord	HipsterJazzbo/Landlord	49851417	A simple, single database multi-tenancy solution for Laravel 5.2+	PHP	146	218	38	218
rails_db_info	vlado/rails_db_info	12083358	Rails engine which will give you a quick display of your database schema and contents for reference	Ruby	1035	218	10	218
flywheel	jamesmoss/flywheel	15324419	A flat-file, serverless, document database for PHP that can store data in JSON, YAML or Markdown formats.	PHP	276	217	18	217
hustle	tspurway/hustle	16971109	A column oriented, embarrassingly distributed relational event database.	Python	2910	216	30	216
XLFacility	swisspol/XLFacility	25101513	Elegant and extensive logging facility for OS X & iOS (includes database, Telnet and HTTP servers)	Objective-C	312	216	13	216
XLFacility	swisspol/XLFacility	25101513	Elegant and extensive logging facility for OS X & iOS (includes database, Telnet and HTTP servers)	Objective-C	312	216	13	216
query-tracer	fitztrev/query-tracer	58338558	Find exactly where a specific database query is being called in your Laravel application.	PHP	10	216	5	216
HYG-Database	astronexus/HYG-Database	2418590	Current version of the HYG Stellar database	null	76490	215	64	215
hair_trigger	jenseng/hair_trigger	1509098	Happy database triggers for ActiveRecord	Ruby	159	215	26	215
couchbase-lite-net	couchbase/couchbase-lite-net	13573524	A lightweight, document-oriented (NoSQL), syncable database engine for .NET	C#	99986	213	79	213
sqlcrush	coffeeandscripts/sqlcrush	64726745	console based database editor	Python	1382	212	8	212
mldb	mldbai/mldb	47634692	MLDB is the Machine Learning Database	C++	30161	209	17	209
mybatis-paginator	miemiedev/mybatis-paginator	8517197	A Mybatis plugin, implementation of database paging and sorting.	Java	1081	209	163	209
dock	bripkens/dock	22358932	Bootstrap databases, MOMs and other tools that you need for development purposes	Shell	173	208	38	208
testcontainers-java	testcontainers/testcontainers-java	33816473	TestContainers is a Java 8 library that supports JUnit tests, providing lightweight, throwaway instances of common databases, Selenium web browsers, or anything else that can run in a Docker container.	Java	3784	208	49	208
DbExporter	nWidart/DbExporter	15585322	Export your database as a Laravel Migration. And export your DB data as a seed file. Finally sync all this with your remote server.	PHP	82	208	40	208
concourse	cinchapi/concourse	13353426	Concourse is a self-tuning database for both ACID transactions and ad hoc analytics across time.	Java	38173	207	265	207
Phonegap-SQLitePlugin	davibe/Phonegap-SQLitePlugin	1939825	A phonegap plugin to open and use sqlite databases on iOS.	JavaScript	1026	206	104	206
magnetissimo	sergiotapia/magnetissimo	63957011	Web application that indexes all popular torrent sites, and saves it to the local database.	Elixir	554	205	15	205
vulndb	Snyk/vulndb	47210099	Snyk's public vulnerability database	JavaScript	12117	204	16	204
17monip	lxyu/17monip	17439026	IP search based on 17mon.cn, the best IP database for China.	Python	3364	204	72	204
sqlite-manager	lazierthanthou/sqlite-manager	1281714	Manage all your sqlite databases using this lightweight extension for firefox, thunderbird, seamonkey, komodo etc.	JavaScript	1802	203	89	203
sqlalchemy-migrate	openstack/sqlalchemy-migrate	11357259	Database schema migration for SQLAlchemy	Python	2185	201	36	201
asterank	typpo/asterank	4144488	asteroid database, interactive visualizations, and discovery tools	HTML	144440	201	46	201
kissdb	adamierymenko/kissdb	9623497	(Keep It) Simple Stupid Database	C	195	201	21	201
neomodel	robinedwards/neomodel	5782449	An Object Graph Mapper (OGM) for the neo4j graph database	Python	1176	201	65	201
Doradus	dell-oss/Doradus	19025251	Doradus is a REST service that extends a Cassandra NoSQL database with a graph-based data model, advanced indexing and search features, and a REST API. See also doradus-openshift-quickstart, which allows Doradus to run as an OpenShift cartridge!	Java	199257	201	22	201
neo4j-scala	FaKod/neo4j-scala	1477149	Scala wrapper for Neo4j Graph Database	Scala	321	200	62	200
levelmeup	workshopper/levelmeup	12338536	Level Me Up Scotty! An intro to Node.js databases via a set of self-guided workshops.	JavaScript	336	198	50	198
arel-helpers	camertron/arel-helpers	18743772	Useful tools to help construct database queries with ActiveRecord and Arel.	Ruby	52	198	11	198
crudkit	skyronic/crudkit	34007203	Toolkit to quickly build powerful mobile-friendly CRUD (create/read/update/delete) interfaces for PHP, Laravel, and Codeigniter apps. Works with MySQL and other databases.	PHP	2369	198	37	198
python-geoip	mitsuhiko/python-geoip	17021261	GeoIP database access for Python under a BSD license.	Python	171	195	21	195
mondrian-olap	rsim/mondrian-olap	1501083	JRuby gem for performing multidimensional queries of relational database data using Mondrian OLAP Java library	Ruby	60226	195	29	195
LexikTranslationBundle	lexik/LexikTranslationBundle	2663796	This Symfony2 bundle allow to import translation files content into the database and provide a GUI to edit translations.	PHP	2139	194	125	194
test_db	datacharmer/test_db	41632796	A sample MySQL database with an integrated test suite, used to test your applications and database servers	PLpgSQL	70588	193	122	193
node-any-db	grncdr/node-any-db	5477862	Thin and less-opinionated database abstraction layer for node.	JavaScript	773	193	21	193
nerd-stack	Xantier/nerd-stack	33295447	Hipsterer than MEAN stack. Node.js, Express, React and Database connectivity application skeleton	JavaScript	456	192	19	192
RxCupboard	erickok/RxCupboard	33917951	Store and retrieve streams of POJOs from an Android database using RxJava and Cupboard	Java	113	192	14	192
sones	sones/sones	743502	sones GraphDB - opensource graph database	C#	25924	191	43	191
GeoIP2-java	maxmind/GeoIP2-java	9156682	Java API for GeoIP2 webservice client and database reader	Java	3207	191	79	191
