name	full_name	id	description	language	size	watchers	forks	stargazers_count
air-ane-branch-deep-linking	BranchMetrics/air-ane-branch-deep-linking	32167328	Branch Metrics Adobe AIR Native Extension for iOS & Android. Branch helps mobile apps grow with deep links / deeplinks that power referral systems, sharing links and invites with full attribution and analytics. 	Objective-C	35696	13	2	13
Compare	shuhei/Compare	61545202	A super-simple mobile app to compare temperatures of yesterday and today.	JavaScript	3272	13	0	13
todo-app	PhantomAppDevelopment/todo-app	60982829	An Adobe AIR mobile app that uses the Firebase V3 API to save users to do's lists and manage their accounts.	ActionScript	130	13	0	13
Tesla-Mobile-App	exrin/Tesla-Mobile-App	52582751	An example app replicating some of the functionality of the official Tesla Mobile App.	C#	772	12	4	12
ForekastMobile	mcongrove/ForekastMobile	24075578	The mobile app for Forekast	JavaScript	6847	12	8	12
MobileAppReportCard	joswr1ght/MobileAppReportCard	29149253	Microsoft Excel spreadsheets for consistent security evaluation of Android and iOS mobile applications	null	142	12	2	12
HyperReload	mikaelkindborg/HyperReload	11401202	Rapid development of mobile apps in JavaScript	JavaScript	9101	12	8	12
transita	lhl/transita	218149	Public Transit Mobile App	Java	617	12	2	12
Mobile-Code-Catalog	GSA/Mobile-Code-Catalog	9675606	Source code from around, inside, and outside the federal government that can be helpful to federal agencies building mobile apps.	HTML	1409	12	12	12
fourbar	tygart/fourbar	19773839	a kivy mobile app for a four bar linkage 	Python	14112	12	3	12
playbook_famous_phonegap	FamousMobileApps/playbook_famous_phonegap	22928542	Nick's playbook for building mobile apps with phonegap and famo.us	null	5818	12	6	12
velociratchet-meteor-package	zendylabs/velociratchet-meteor-package	28678780	Velociratchet is a Meteor mobile app prototyping tool built on Ratchet, Velocity, Momentum, and Iron Router. 	CSS	74	12	6	12
location-tracker-angular	cloudant-labs/location-tracker-angular	30260692	This tutorial shows how to build a mobile app in HTML5, Javascript and Angular that records a device’s location and saves it to an IBM Cloudant database	JavaScript	4053	12	13	12
tabris-js-template-app	eclipsesource/tabris-js-template-app	52343282	Native mobile apps javascript starter - 7 apps in 1 (iOS, Android). Build your app easily with Tabris.js	JavaScript	1120	12	7	12
openshift-myshoppinglist	gfidente/openshift-myshoppinglist	3509750	demo mobile app deployed on OpenShift built in pure html5 with Flask/jQuery Mobile, stores on MongoDB	Python	223	12	5	12
hs-cordova	mtolly/hs-cordova	22291952	Use Haskell (GHCJS) to develop Cordova mobile apps (note: has not been updated to modern GHCJS)	Haskell	796	12	4	12
GeeksNearby	pwalczyszyn/GeeksNearby	5068973	It's a simple mobile app to exchange contacts between people in near distance	Objective-C	5798	12	3	12
mobilenode	kwhinnery/mobilenode	13154054	A tiny node-like environment for native mobile apps	JavaScript	115	12	1	12
titanium-branch-deep-linking	BranchMetrics/titanium-branch-deep-linking	39475502	The Titanium SDK shares the same code base as the Branch Web SDK, and enables you to call all the same functions from your Titanium app.  Branch helps mobile apps grow with deep links / deeplinks that power referral systems, sharing links and invites with full attribution and analytics.	JavaScript	81772	12	9	12
UWP-Swipe-in-Hamburger-menu	db71/UWP-Swipe-in-Hamburger-menu	48234342	Windows 10 (Mobile) apps need a more consitent UI. Use this Hamburger menu swipe-in for the Groove hamburger menu looks and feel.	C#	79	12	2	12
names-app	PhantomAppDevelopment/names-app	65071238	An Adobe AIR mobile app that makes extensive use of SQLite to search, filter and suggest names from tens of thousands of records.	ActionScript	20802	12	2	12
JokeBox	Yu-w/JokeBox	36219416	iOS mobile app written purely in Swift. Your daily funny joke of the day. Take your time for relaxing and having fun!	Swift	18696	12	0	12
MWDCON-example	mike-north/MWDCON-example	38651531	One codebase to generate a web app, desktop app and mobile app, using the Ember.js ecosystem and build tools.	Objective-C	1268	12	0	12
JailbreakQA-Mobile-App	Fr0stDev/JailbreakQA-Mobile-App	5385629	Application for JailbreakQA, YAY	Objective-C	20749	11	9	11
mobile	PointCloudLibrary/mobile	12528387	PCL related code to mobile apps	C++	4355	11	14	11
OpenBlock-Mobile-App	tshedor/OpenBlock-Mobile-App	3667797	Built using Appcelerator's Titanium for Mobile and the OpenBlock API that powers LarryvilleKU.com	JavaScript	849	11	2	11
azure-mobile-apps-net-files-client	Azure/azure-mobile-apps-net-files-client	41941928	Managed client SDK for Azure Mobile Apps integrated blob/file storage features	C#	1057	11	9	11
mobile-apps-with-ionic-and-firebase	tutsplus/mobile-apps-with-ionic-and-firebase	39647361		CSS	2140	11	11	11
xavccMobileApp	xavierlacot/xavccMobileApp	1351712	An Appcelerator Titanium application for the URL shortener xav.cc	JavaScript	1551	11	1	11
onebusaway-windows-phone	OneBusAway/onebusaway-windows-phone	13223850	Source code for the OneBusAway mobile app on Windows Phone	C#	3437	11	12	11
azure-mobile-apps-cordova-client	Azure/azure-mobile-apps-cordova-client	49990219	Cordova client plugin for Azure Mobile Apps	JavaScript	723	11	4	11
News-Qt-App	owncloud/News-Qt-App	10688220	A repository for the Qt based Newsreader Mobile app.	C++	3213	11	5	11
exhibition-android	primesoftpro/exhibition-android	53855303	Online exhibition mobile app	Java	6882	11	1	11
jquerymobile-tabbar	mlynch/jquerymobile-tabbar	4704284	An easier to use NavBar control for jQuery Mobile apps	JavaScript	102	11	5	11
mobisplash-cli	SamVerschueren/mobisplash-cli	49154184	Mobile app splash screen generator	JavaScript	25	11	0	11
app-privacy-screens	appsalliance/app-privacy-screens	22120342	Easy-to-install mobile app privacy screens that provide enhanced transparency for consumers.	JavaScript	305	11	4	11
ConfMate	flrent/ConfMate	9851856	The ultimate app to bring your conference to the next level. Give your attendees a shiny offline mobile app they can use to create custom schedule and browse conf details.	JavaScript	13295	11	6	11
CMS	engmsaleh/CMS	26809348	CMS and Mobile App Maker. Shovel apps is a web software that lets you create awesome mobile applications for Android, iOS and Windows Phone, with different designs for each platform with the web technologies that you love: HTML, CSS and JavaScript. The whole platform and extensions are developed using Node.JS (JavaScript) and Web Components. Hybrid mobile apps feel like native ones, but are easier to maintain and scale. You have full access to native functionality using generic JavaScript methods (Camera, SD Card, microphone, contacts, etc.).	JavaScript	800	11	9	11
neeman	intellum/neeman	47588329	A WKWebView wrapper for converting a web app into a hybrid mobile app without getting in the way of your native code.	Swift	4242	11	2	11
rails-mobile-app-sample	tscolari/rails-mobile-app-sample	2396067	Sample rails application using jquery mobile and mobylette	Ruby	500	10	7	10
DrupalCamp-Ionic-Mobile-App	kevinblanco/DrupalCamp-Ionic-Mobile-App	22045677	Mobile app that consume Drupal Services for the DrupalCamp Costa Rica. Uses Ionic framework.	JavaScript	13924	10	7	10
PayPal-Code-Examples	saranyan/PayPal-Code-Examples	2876454	Integrating PayPal API with Mobile Apps	Ruby	1851	10	31	10
DevelopingMobileAppsWithPhoneGap	cfjedimaster/DevelopingMobileAppsWithPhoneGap	7487832	Developing Mobile Applications with PhoneGap	JavaScript	14572	10	21	10
mad-parse	kwhinnery/mad-parse	7726126	Mobile App Distribution with Twilio and Parse	JavaScript	715	10	12	10
IOSReferenceApp	kaltura/IOSReferenceApp	8854830	Kaltura Reference Mobile app for iOS	Objective-C	34184	10	8	10
monkeytalk	alexnauda/monkeytalk	15399205	Free and Open Source Mobile App Testing Tool (from Gorilla Logic)	Java	16811	10	19	10
apptuter	egirna/apptuter	21588994	Apptuter is a framework to produce mobile apps out of social media content	JavaScript	28177	10	7	10
RadioStudent-Android	RadioStudent/RadioStudent-Android	15374390	Mobile app for streaming our favorite local radio station in Ljubljana, Slovenia	Java	1812	10	9	10
ionic	RioBus/ionic	56117930	RioBus mobile app written with Ionic2	TypeScript	4049	10	4	10
seat	gzhtml5/seat	6748258	online seat selector, a plugin for web apps and mobile apps, developed with jQuery and HTML	JavaScript	196	10	9	10
AppiumRepl	Jonahss/AppiumRepl	18116490	Simple REPL (Read-eval-print Loop) for controlling mobile apps through Appium	JavaScript	1833	10	7	10
sensu-monitoring-app	nsulistiyawan/sensu-monitoring-app	47247928	Ionic based (hybrid) mobile apps for server monitoring using sensu monitoring api 	JavaScript	2104	10	4	10
drawerform	malcolmgroves/drawerform	9560038	Using FireMonkey Layouts, Animations and Gesture support to create a Facebook-style layout for your mobile app.	Delphi	117	10	7	10
liferay-events-app	jamesfalkner/liferay-events-app	34414903	A cross-platform mobile app used for events, conferences, symposiums, and more. Built on the Liferay and Titanium Appcelerator platforms.	JavaScript	1738	10	8	10
xapp	xoxco/xapp	2018398	An HTML5/Javascript boilerplate for constructing offline-enabled mobile apps	JavaScript	290	10	2	10
crash-log-report	liu-yanjun/crash-log-report	22497577	Mobile app crash log report sdk	Java	544	10	1	10
MRStackExample	mahipal/MRStackExample	4554612	This is a sample iPhone app that uses the StackExchange API to show a properly decoupled architecture for mobile apps to interact with web backends.	Objective-C	166	10	2	10
oss-perf	wilsonmar/oss-perf	42345971	:rocket: How to create a more nimble, comprehensive, and yet lower cost approach to measure the speed and load capacity risks of high-traffic desktop web and mobile apps. Contents is being reformatted to ASCIIDOC for publishing in website/book/ebook form using Jerkyll and Amazon Lambda.	Ruby	1753	10	6	10
RxApp	bordoley/RxApp	23753585	Functional reactive mvvm framework for building mobile apps using the Reactive Extensions	C#	1124	10	0	10
IBM-Ready-App-for-Venue	IBM-MIL/IBM-Ready-App-for-Venue	44840832	IBM Ready App for Venue demonstrates a personalized and social experience within the fictional theme park - Brickland. At Brickland, visitors use their mobile app to discover what is near them, find their way to their favorite attractions, keep in touch with their group, and achieve badges based on their activity.	C	179781	10	6	10
Mobile-applications	BuildmLearn/Mobile-applications	19025386	This repository contains source code for educational mobile applications.	HTML	1078699	9	27	9
mobile-app-development	solarphinn/mobile-app-development	41496123	Repository of examples in support of mobile app development course.	Java	46799	9	9	9
building-mobile-apps-flex	lheberlie/building-mobile-apps-flex	8441599	Building Mobile Applications with the ArcGIS API for Flex: In this session we show you how easy it is to use Flex to deploy native mobile mapping applications on iPhone and Android. We’ll cover considerations for mobile versus web development. And, explore topics such as map performance, events, multiple views as well as handling gesture, orientation changes and we’ll also cover debugging tips.	ActionScript	26080	9	12	9
OpenCamp-Mobile-App	elofland/OpenCamp-Mobile-App	682719	Titanium project files for the OpenCamp mobile iPhone/Android application	Objective-C	91258	9	3	9
InventoryMobileApp	nysenate/InventoryMobileApp	8483792	This project utilizes an Android-based tablet with a bar-code scanner to track Senate inventory in the most efficient manner possible.	Java	6361	9	2	9
ideploy	beiliubei/ideploy	24310156	mobile app deploy tools	Python	14	9	6	9
zulip-mobile	zulip/zulip-mobile	58298428	Experimental Zulip mobile app using React Native	JavaScript	135	9	5	9
com.revivalx.ratchet	datomnurdin/com.revivalx.ratchet	21883553	This source code provides example for simple hybrid mobile app using cordova and ratchet 2.	Java	3482	9	7	9
tourguide	tourguide/tourguide	12967120	Titanium Mobile App for tour guiding on Android & iOS using TourML bundles	JavaScript	128886	9	7	9
ebt-near-me	codeforamerica/ebt-near-me	22696834	A mobile app that shows the nearest places you can use an EBT card nationwide.	JavaScript	1736	9	8	9
mobile	docebo/mobile	24684820	This project is the open source version of the Docebo Mobile App for iOs and Android Smartphones	JavaScript	5612	9	11	9
Ionic-CouchDB-chat-app	mkovacek/Ionic-CouchDB-chat-app	42190646	Simple chat mobile app, like whatsApp lite version	JavaScript	5756	9	4	9
ionictips	tipaday/ionictips	50606450	Get one Ionic tip everyday. Juice up your Ionic mobile app development.	null	563	9	5	9
GWeather	bob-sims/GWeather	1696812	small Appcelerator Titanium Mobile app to demo pull of undocumented Google Weather API data	JavaScript	4381	9	7	9
ionic2-angular2-firebase	chsakell/ionic2-angular2-firebase	66715022	Building hybrid mobile apps using Ionic 2 and Firebase	TypeScript	23327	9	4	9
image-saver	scripterkaran/image-saver	38127246	Offline Images. Ionic module for saving remote images to local file system in HTML mobile Apps.	JavaScript	156	9	4	9
backrack	erichmenge/backrack	3959449	Rack and Sprockets powered Backbone.js mobile app generator	JavaScript	204	9	1	9
phonepack	wagnercsfilho/phonepack	41524499	Free and open source Javascript, HTML and CSS library for create Web and Mobile apps	CSS	8466	9	2	9
drupanium_authentication	utneon/drupanium_authentication	4164191	This titanium mobile app is a work in progress. This titanium mobile project includes the drupanium_framework which is being developed. The purpose of this mobile app is to use the drupanium framework components for application, authentication and user.	JavaScript	1807	9	3	9
learn-mean-seed	jackrabbitsgroup/learn-mean-seed	14871774	Learn Angular (AngularJS). Learn Node (node.js). Learn HTML5, CSS3, Javascript. Learn to build responsive, cross-platform (mobile) apps and websites using the MEAN stack / generator-mean-seed.	JavaScript	2008	9	2	9
hello-cordova	xmnboy/hello-cordova	19720266	Sample webview app illustrating use of Cordova APIs in a hybrid mobile app. Also shows how to detect the device ready event and detect when running in a browser (not inside Cordova container).	JavaScript	4991	9	6	9
xamarin-branch-deep-linking	BranchMetrics/xamarin-branch-deep-linking	32038668	The Xamarin SDK is a cross platform SDK you can use to access the Branch deep linking / deeplinking APIs from your Xamarin application. Branch helps mobile apps grow with deep links / deeplinks that power referral systems, sharing links and invites with full attribution and analytics.	C#	70383	9	5	9
ionic-aurelia	stalniy/ionic-aurelia	55724586	Advanced HTML5 mobile development framework and SDK. Build incredible mobile apps with web technologies you already know and love. Available with Aurelia now! http://ionicframework.com/	TypeScript	20018	9	0	9
dotcms-mobile-app	dotCMS/dotcms-mobile-app	24428283	Code for the native mobile app that works with the dotcms demo site.	JavaScript	15201	8	6	8
Mobile-App-Distribution-with-SMS	RobSpectre/Mobile-App-Distribution-with-SMS	4631298	An example of how to use Twilio SMS to distribute your mobile app.	Python	807	8	4	8
seekr_mobile_app	leggsimon/seekr_mobile_app	40650079		JavaScript	25104	8	2	8
10-minute-dynamic-mobile-app	beeman/10-minute-dynamic-mobile-app	33285196	How to rapidly create an API and dynamic mobile app, a demo made for a local meetup	JavaScript	2689	8	5	8
www	VirPong/www	2458078	Resource files for the VirPong mobile app.	JavaScript	10102	8	8	8
Joomla_API	jibon57/Joomla_API	32875370	Joomla API for mobile apps (Android, Iphone/Ipad & External site)	PHP	48	8	10	8
PCQuickCommands	theblixguy/PCQuickCommands	16811236	Client and Mobile app	Java	5033	8	3	8
Geotrek-mobile	makinacorpus/Geotrek-mobile	18873391	Geotrek mobile, mobile app of Geotrek Rando	CSS	53087	8	7	8
DNSPod-Mobile	DNSPod/DNSPod-Mobile	2321961	A Cross-Platform Mobile App for DNSPod	null	88	8	5	8
cordova-flurry	Initsogar/cordova-flurry	16660178	Cordova plugin that integrate Flurry Analytics in your mobile app.	Objective-C	3084	8	5	8
com.dougsko.diceware	dougsko/com.dougsko.diceware	1861955	Diceware mobile app	JavaScript	5875	8	1	8
Orange	baidao/Orange	19451134	mobile app framework	CSS	1465	8	1	8
Selfie-Fun	akshayKMR/Selfie-Fun	44043558	Mobile app for detecting and analyzing faces in your photos	CSS	669	8	6	8
railsconf-2016-demo-mobile-app	andrewhavens/railsconf-2016-demo-mobile-app	57464236		Ruby	6691	8	2	8
buildnotifier	intridea/buildnotifier	11454071	Mobile App and Web App Release Distribution Management	Ruby	871	8	2	8
cordova-app	openfoodfacts/cordova-app	27002797	Open Food Facts mobile app, developed with Cordova, for iOS, Android, Windows Phone, FirefoxOS etc.	JavaScript	835	8	6	8
force-contacts-ratchet	ccoenraets/force-contacts-ratchet	17448777	A sample Salesforce.com Mobile App with Ratchet 2.0	JavaScript	320	8	3	8
cfunited-2010-mobile-application	cfaddict/cfunited-2010-mobile-application	807909	This is the mobile application for the CFUnited conference.	JavaScript	660	8	1	8
appchallenge	bholdt/appchallenge	25276526	30 Day Mobile App Challenge	JavaScript	2144	8	1	8
mobile-hope	novamean/mobile-hope	34354389	Mobile Hope is an mobile app to manage the operations of Mobile Hope in Leesburg, VA.  The Mobile Hope program is designed to support the needs of precariously housed, homeless and at risk youth living in Loudon County	JavaScript	4168	8	26	8
Munch	enochng1/Munch	60029598	Tinder-styled Restaurant Recommendation Mobile App ( Lighthouse Labs Project )	Objective-C	10838	8	4	8
WebChat	Skookum/WebChat	8605593	Example mobile web app for the workshop "Forget Native: Learn to Write HTML5 Mobile Apps"	JavaScript	440	8	3	8
jquery.mb.ile	pupunzi/jquery.mb.ile	1113367	javascript framework for mobile app (iOs).	JavaScript	8606	8	1	8
ionic-validate-with-toast	njleonzhang/ionic-validate-with-toast	47163175	A pure angular validate specially for mobile app/website without jQuery dependency. 	JavaScript	1654	8	3	8
AppSessionDemo	patrickseda/AppSessionDemo	3862933	A client-side Session timeout for Titanium mobile apps.	JavaScript	2126	8	0	8
amakani	amakan/amakani	66394266	amakan mobile apps for Android and iPhone.	Objective-C	3706	8	1	8
OneSignal-Xamarin-SDK	OneSignal/OneSignal-Xamarin-SDK	51481149	OneSignal is a free push notification service for mobile apps. This plugin makes it easy to integrate your Xamarin app with OneSignal. https://onesignal.com	C#	33867	8	4	8
amakani	amakan/amakani	66394266	amakan mobile apps for Android and iPhone.	Objective-C	3706	8	1	8
Small-apps-onepage-html5-app-landing-page	themefisher/Small-apps-onepage-html5-app-landing-page	30115484	Smart App is a clean and modern Landing Page Template for Mobile App. Built with Bootstrap 3.Well organized and very easy to customize, Smart App is better way to present and promote your startup mobile app website.	CSS	1004	8	6	8
react-native-card-scan	zfedoran/react-native-card-scan	58084266	React Native credit card scanning in mobile apps using Card.io	Java	4	8	1	8
Ionic2-Angular2-YouTube-Channel-App	hughred22/Ionic2-Angular2-YouTube-Channel-App	62464912	A hybrid mobile app for listing and playing your own YouTube videos inside your YouTube Channel. Build with Ionic 2, Angular 2 and YouTube API V3.	CSS	73002	8	8	8
Map-Explorer-Open	mapocosm/Map-Explorer-Open	5059599	Mobile app for Android and iOS, written in Javascript Appcelerator Titianium	null	1364	8	0	8
andraia-js-mobile-framework	grevory/andraia-js-mobile-framework	15328856	An ultra-lightweight javascript framework for building small mobile apps the way you like	JavaScript	920	8	1	8
appa-sariicon	sariina/appa-sariicon	46210044	Appa Sariicon is a collection of 147 webfont icons that are carefully designed for Web and Mobile Apps	HTML	0	8	0	8
posada	ShamariFeaster/posada	66577301	It's called POSADA (personal open source automated digital assistant). It's a open source digital assistant. The primary use cases are financial (paying bills, transferring money, etc). It will open source and user hosted. People host their assistant on pre-loaded, plug and play raspberry pi 3s. Hopefully there will be a community of developers that will share integrations (ie, scraping scripts). So if I want my assistant to work with my local bank, I build an intergration and now anyone else that has the same bank can connect to it. POSADA's logic will be programmable as well. So you can customize when it alerts you, requests confirmation, or automatically transfers money from one account to another to pay a bill. One of the use cases I'm most excited about is the ability of POSADA to make donations to organization and charities you care about. So rather than setting up an auto-pay thing with a 3rd party, you tell POSADA how much you want to give, how frequently, and can even adjust the amount based on an assessment of your current financial position. The user would be in total control and I hope that will encourage more people to financial support media outlets, open source projects, and other worthy causes on a regular, sustaining basis. I've got a mobile app prototype that handles two factor authentication and will eventually grow to become the front end of the assistant. I'm currently leveraging the built in speech-to-text capabilities of android phone to allow the user to communicate with their assistant via voice.	null	1	8	0	8
mobile-app-backend-mongodb-mongoose-1	MiamiCoder/mobile-app-backend-mongodb-mongoose-1	26602354	Mobile app backend tutorial using MongoDB and Mongoose. 	JavaScript	1596	7	9	7
cordova-mad	mindon/cordova-mad	16631801	cordova mobile app dev	JavaScript	186	7	6	7
wp-mobile-app-example	miya0001/wp-mobile-app-example	21314299	Example theme WordPress JSON Rest API	CSS	582	7	3	7
mobile-app	GlobalQuran/mobile-app	51311426	Mobile app for any device. 	JavaScript	18357	7	1	7
leanote-mobile	lealife/leanote-mobile	33439311	Leanote mobile app (mui+html5plus)	JavaScript	212	7	5	7
hitch-a-ride	btford/hitch-a-ride	8017015	Mobile app for EECS 441	null	109	7	8	7
whereat-native	whereat/whereat-native	50261913	safe location sharing mobile app built on top of React Native	JavaScript	299	7	13	7
on-the-go-mobile	zendtech/on-the-go-mobile	22684429	Mobile part of Zend On The Go mobile app	JavaScript	11497	7	13	7
IonicOfflineBlog	arvind07/IonicOfflineBlog	31852220	This is a small mobile app to demonstrate offline capabilities of hybrid mobile apps.	JavaScript	3728	7	9	7
ane-mobile-app-billing	funkypandagame/ane-mobile-app-billing	26806706	Apple store and Google play store integration ANE	Java	2739	7	0	7
ThinkOut-MobileApp	williamsrz/ThinkOut-MobileApp	48038788		C#	133	7	0	7
tripmobile	TripSit/tripmobile	26719539	TripSit mobile app for Android	Java	42121	7	2	7
RCTRealtimeNews	realtime-framework/RCTRealtimeNews	46436319	Enterprise mobile app using React Native and the Realtime Platform	JavaScript	78	7	3	7
FreefallHighScore	FreeFallHighScore/FreefallHighScore	2165244	The first in a line of Antagonistic Mobile Apps	Objective-C	12042	7	3	7
Yazarim	ihsanbal/Yazarim	33783644	Hürriyet Hackathon Mobile App	C	32664	7	0	7
bit6-js-sdk	bit6/bit6-js-sdk	19873233	Rich messaging and voice/video calling for web and mobile apps.	null	326	7	2	7
PrivacyDefense	mokasocial/PrivacyDefense	2624708	ACLU Privacy Defense Mobile App	Objective-C	10315	7	1	7
template-blank	gomobile/template-blank	24956487	Use this template to start with a blank HTML for creating mobile apps.	JavaScript	243	7	3	7
mipApp	ngBraves/mipApp	61936268	Hibrid and native mobile app to control a MIP robot	TypeScript	1442	7	2	7
mobox	davidjbeveridge/mobox	5277900	Mobile app prototype in a box.	Ruby	27605	7	1	7
crisp-app-mobile	crisp-im/crisp-app-mobile	59220578	:iphone: Crisp React Native mobile app	Objective-C	3749	7	1	7
Mobileorgie	Metalorgie/Mobileorgie	11902151	Mobile app for Metalorgie.com	JavaScript	7311	7	1	7
Mobile-Apps-Authentication-Authorization-ASP.NET-WEB-MVC-4.0	aamir-poswal/Mobile-Apps-Authentication-Authorization-ASP.NET-WEB-MVC-4.0	11129730	Authentication/Authorization using MVC 4 SimpleMembership for iPhone/Andriod/Windows Phone Client Applications  (ASP.NET WEB API)	null	64	7	2	7
Forms9PatchDemo	baskren/Forms9PatchDemo	49013599	Simplify multi-device image management in your PCL Xamarin.Forms mobile apps	C#	924	7	2	7
GCM-app	life0fun/GCM-app	5488745	A full fledged GCM mobile app with fragment UI and message persistent	Java	2404	7	1	7
floribus	murilloflores/floribus	33308535	Mobile app to show Florianopolis public transportation timetables	JavaScript	21445	7	0	7
OpenGLInsights-Porting	ashcairo/OpenGLInsights-Porting	2689815	Samples provided for the Porting Mobile Apps to WebGL chapter of OpenGL Insights	C++	784	7	1	7
sethgoesmobile	nukomeet/sethgoesmobile	6363261	Let's crowdsource a mobile app for Seth Godin.	CoffeeScript	112	7	0	7
thesis	millenomi/thesis	1021767	My thesis work. A distributed, mobile app to make in-class interactions persistent and searchable and a ton of stuff like that.	Objective-C	2823	7	2	7
mobile-browser-prototyping-kit	Doteveryone/mobile-browser-prototyping-kit	58217357	A kit for prototyping mobile apps in the browser.	CSS	327	7	1	7
combat	infinum/combat	2019089	Deploy your iPhone and Android applications to clients with ease. It's like Capistrano, only for mobile apps.	Ruby	120	7	2	7
ATA	chiliberto/ATA	890887	A mobile app that displays the calendar of events for Artists' Television Access, an experimental arts space in San Francisco, Ca.  Created by Gilbert Guerrero, with Corona SDK by Ansca Mobile, http://anscamobile.com	Lua	405	7	4	7
design-kit-axure-library	duzyn/design-kit-axure-library	50910822	An Axure widget library contained **most** common UI patterns in desktop, web and mobile app design regions.	null	1139	7	0	7
generator-titanium	Bradleycorn/generator-titanium	12627447	A yeoman generator to scaffold Appcelerator Titanium mobile app projects for use with the Titanium CLI	JavaScript	3500	7	1	7
appgo	oxfeeefeee/appgo	53714904	Appgo is a mobile app backend solution that bundles negroni, gorm and other utilities	Go	73	7	1	7
clojure-xamarin	DavidYKay/clojure-xamarin	56703539	A project to get ClojureCLR working on Xamarin for cross-platform native mobile app development.	null	1	7	0	7
worona-mobile-app	Benuit/worona-mobile-app	20645602	Turn your WordPress site  into a native app.	Lua	663	6	4	6
craftar-example-ios	Catchoom/craftar-example-ios	12919024	Catchoom mobile app example for iOS	Objective-C	9324	6	7	6
Mobile-Applications-for-Android	TelerikAcademy/Mobile-Applications-for-Android	46935844		Java	10184	6	6	6
stopwatch-example	vkarpov15/stopwatch-example	43442437	Ionic framework mobile app for stopwatch-server-example	JavaScript	4209	6	6	6
ionic-mobile-app-template	castlewhitehall/ionic-mobile-app-template	29989094	development of the ionic mobile app template	JavaScript	561	6	1	6
WordPress-bb10	b0unc3/WordPress-bb10	12978674	WordPress mobile app for BlackBerry 10 devices 	C++	1128	6	4	6
OBS-Translation-App	unfoldingWord-dev/OBS-Translation-App	17376764	This is the translation mobile app for Open Bible Stories	Java	9478	6	6	6
Safe	VJAI/Safe	32583398	Cordova based hybrid mobile app to keep your photos safe	JavaScript	492	6	9	6
berlin-vegan-guide	Berlin-Vegan/berlin-vegan-guide	33683869	mobile app for android	Java	1049	6	2	6
backend-services-push-hybrid-advanced	telerik/backend-services-push-hybrid-advanced	19978152	A Cordova/PhoneGap-based mobile app that demonstrates advanced push notifications topics such as custom parameters and targeting.	JavaScript	5183	6	8	6
nativescript-azure-mobile-apps	PeterStaev/nativescript-azure-mobile-apps	57411530	NativeScript plugin for working with Microsoft Azure Mobile Apps services	TypeScript	1493	6	1	6
vandymobile-ios	VandyApps/vandymobile-ios	4369890	A mobile app for the Vanderbilt Mobile team.	Objective-C	11773	6	2	6
velociratchet-demo	zendylabs/velociratchet-demo	28659916	Velociratchet is a Meteor mobile app prototyping tool built on Ratchet, Velocity, Momentum, and Iron Router.	HTML	200	6	4	6
conf-app-boilerplate	devevents/conf-app-boilerplate	35060452	The easiest way to create mobile apps for conference/events.	JavaScript	4420	6	2	6
touchkit	vaadin/touchkit	12978679	Vaadin TouchKit is a Pro Tool for Vaadin Framework which enables you to build mobile apps out of your Vaadin Framework applications	Java	20761	6	8	6
ionic-boilerplate	dannynelson/ionic-boilerplate	17685727	A seed for creating scalable mobile apps with phonegap, angular, and ionic	JavaScript	6844	6	2	6
generator-react-native	jimzhan/generator-react-native	37292277	React Native project biolerplate for building mobile apps.	JavaScript	120	6	0	6
tribeez	antoinerousseau/tribeez	50558129	Web and Mobile app made with React	JavaScript	23418	6	1	6
PizzaDeliveryApp	voidabhi/PizzaDeliveryApp	19000371	Mobile app for ordering pizza online	CSS	3924	6	0	6
terces	chetanganatra/terces	41584886	Mobile app for Password Management using Ionic Framework	JavaScript	10061	6	2	6
angular-notification	xelita/angular-notification	15621349	Bring Apache Cordova Notification API to AngularJS Mobile Apps...	null	136	6	0	6
tainan-1999	newmanchen/tainan-1999	35023037	A mobile app based on http://1999.tainan.gov.tw/OpenExplain.aspx for Tainan citizens to add/query requests to Tainan-1999 system.	Java	1134	6	3	6
yubikey-googleauth	mutantmonkey/yubikey-googleauth	2974665	Google Authenticator that uses Yubikey instead of a mobile app.	Python	6	6	0	6
Blueprint	vipickering/Blueprint	11106687	Blueprint is a rapid keynote prototyping framework for building mobile apps	null	7536	6	1	6
kickball-app	amaliebarras/kickball-app	56077348	mobile app design project for the Iron Yard week 7	null	42635	6	0	6
PlantAlert_backend	PlantAlert/PlantAlert_backend	26555783	A mobile app for helping your plants not die.	JavaScript	1008	6	0	6
ProgrammeTV	mauricesvay/ProgrammeTV	13404810	A simple mobile app to get the french TV schedule for tonight	JavaScript	436	6	0	6
aframe	AFrame/aframe	18087315	AFrame is a .NET automation framework that leverages existing frameworks such as Selenium for web apps, Microsoft Coded UI for desktop apps and Appium for mobile apps. At its core, AFrame provides a common programming interface across all three platforms encouraging maintainability, reuse and many more side effects.	C#	5817	6	7	6
ember-cordova-animation-demo	artificialio/ember-cordova-animation-demo	23242445	Showing the capabilities of liquid-fire for mobile apps	CSS	1928	6	0	6
jquery-mobile-backtotop-plugin	operationmobile/jquery-mobile-backtotop-plugin	3382376	This plugin will enhance a users' experience of your jQuery Mobile app by adding a 'Back to top' button to a page.	JavaScript	86	6	3	6
Monitor	scorpiodwy/Monitor	55528747	This is the demo project for students learning mobile app develop to do the final project	Java	182	6	0	6
